First Name	Last Name	Email	Campus	ID
Alaina	Tanner	Alaina.Tanner@yahoo.com	Auckland, Wellington, Christchurch	415
Bruno	Bentley	Bruno.Bentley@yahoo.com	Auckland, Wellington, Christchurch	416
Jaylin	Lester	Jaylin.Lester@yahoo.com	Auckland, Wellington, Christchurch	417
Lee	Campbell	Lee.Campbell@yahoo.com	Auckland, Wellington, Christchurch	418
Addison	Peck	Addison.Peck@yahoo.com	Auckland, Wellington, Christchurch	419
Yousef	Frank	Yousef.Frank@yahoo.com	Auckland, Wellington, Christchurch	420
Dior	Walton	Dior.Walton@yahoo.com	Auckland, Wellington, Christchurch	421
Dominick	Little	Dominick.Little@yahoo.com	Auckland, Wellington, Christchurch	422
Harley	Reynolds	Harley.Reynolds@yahoo.com	Auckland, Wellington, Christchurch	423
Vincent	Mitchell	Vincent.Mitchell@yahoo.com	Auckland, Wellington, Christchurch	424
Willow	Nelson	Willow.Nelson@yahoo.com	Auckland, Wellington, Christchurch	425
Dylan	Velasquez	Dylan.Velasquez@yahoo.com	Auckland, Wellington, Christchurch	426
Esme	Leonard	Esme.Leonard@yahoo.com	Auckland, Wellington, Christchurch	427
Ricardo	Melendez	Ricardo.Melendez@yahoo.com	Auckland, Wellington, Christchurch	428
Bethany	Castillo	Bethany.Castillo@yahoo.com	Auckland, Wellington, Christchurch	429
Kai	Berry	Kai.Berry@yahoo.com	Auckland, Wellington, Christchurch	430
Annabelle	Sparks	Annabelle.Sparks@yahoo.com	Auckland, Wellington, Christchurch	431
Drake	Shah	Drake.Shah@yahoo.com	Auckland, Wellington, Christchurch	432
Angelica	Robbins	Angelica.Robbins@yahoo.com	Auckland, Wellington, Christchurch	433
Finnegan	Nicholson	Finnegan.Nicholson@yahoo.com	Auckland, Wellington, Christchurch	434
Justice	Brewer	Justice.Brewer@yahoo.com	Auckland, Wellington, Christchurch	435
Cruz	Weeks	Cruz.Weeks@yahoo.com	Auckland, Wellington, Christchurch	436
Karen	Person	Karen.Person@yahoo.com	Auckland, Wellington, Christchurch	437
Moses	Nelson	Moses.Nelson@yahoo.com	Auckland, Wellington, Christchurch	438
Everly	Hines	Everly.Hines@yahoo.com	Auckland, Wellington, Christchurch	439
Uriel	Perez	Uriel.Perez@yahoo.com	Auckland, Wellington, Christchurch	440
Eleanor	Jarvis	Eleanor.Jarvis@yahoo.com	Auckland, Wellington, Christchurch	441
Marlon	Saunders	Marlon.Saunders@yahoo.com	Auckland, Wellington, Christchurch	442
Meadow	Graves	Meadow.Graves@yahoo.com	Auckland, Wellington, Christchurch	443
Cesar	Landry	Cesar.Landry@yahoo.com	Auckland, Wellington, Christchurch	444
Brynleigh	Sweeney	Brynleigh.Sweeney@yahoo.com	Auckland, Wellington, Christchurch	445
Nixon	Richardson	Nixon.Richardson@yahoo.com	Auckland, Wellington, Christchurch	446
Allison	Robertson	Allison.Robertson@yahoo.com	Auckland, Wellington, Christchurch	447
Emiliano	Krueger	Emiliano.Krueger@yahoo.com	Auckland, Wellington, Christchurch	448
Kamari	Lucas	Kamari.Lucas@yahoo.com	Auckland, Wellington, Christchurch	449
Chance	Copeland	Chance.Copeland@yahoo.com	Auckland, Wellington, Christchurch	450
Dayana	Wright	Dayana.Wright@yahoo.com	Auckland, Wellington, Christchurch	451
Grayson	Clements	Grayson.Clements@yahoo.com	Auckland, Wellington, Christchurch	452
Cara	Stafford	Cara.Stafford@yahoo.com	Auckland, Wellington, Christchurch	453
Alfredo	Maynard	Alfredo.Maynard@yahoo.com	Auckland, Wellington, Christchurch	454
Carolyn	Cross	Carolyn.Cross@yahoo.com	Auckland, Wellington, Christchurch	455
Fabian	Pittman	Fabian.Pittman@yahoo.com	Auckland, Wellington, Christchurch	456
Marie	Boyd	Marie.Boyd@yahoo.com	Auckland, Wellington, Christchurch	457
Dean	Lindsey	Dean.Lindsey@yahoo.com	Auckland, Wellington, Christchurch	458
Colette	Harrison	Colette.Harrison@yahoo.com	Auckland, Wellington, Christchurch	459
Gavin	Hopkins	Gavin.Hopkins@yahoo.com	Auckland, Wellington, Christchurch	460
Gabriela	Moses	Gabriela.Moses@yahoo.com	Auckland, Wellington, Christchurch	461
Niklaus	Williamson	Niklaus.Williamson@yahoo.com	Auckland, Wellington, Christchurch	462
Catherine	Johns	Catherine.Johns@yahoo.com	Auckland, Wellington, Christchurch	463
Joziah	Reese	Joziah.Reese@yahoo.com	Auckland, Wellington, Christchurch	464
Rosemary	Horton	Rosemary.Horton@yahoo.com	Auckland, Wellington, Christchurch	465
Garrett	Winters	Garrett.Winters@yahoo.com	Auckland, Wellington, Christchurch	466
Kataleya	Booth	Kataleya.Booth@yahoo.com	Auckland, Wellington, Christchurch	467
Chaim	Kent	Chaim.Kent@yahoo.com	Auckland, Wellington, Christchurch	468
Jazmine	Parsons	Jazmine.Parsons@yahoo.com	Auckland, Wellington, Christchurch	469
Lewis	Lawrence	Lewis.Lawrence@yahoo.com	Auckland, Wellington, Christchurch	470
Lauren	Gilmore	Lauren.Gilmore@yahoo.com	Auckland, Wellington, Christchurch	471
Vihaan	Foster	Vihaan.Foster@yahoo.com	Auckland, Wellington, Christchurch	472
Brielle	Kerr	Brielle.Kerr@yahoo.com	Auckland, Wellington, Christchurch	473
Louie	Nava	Louie.Nava@yahoo.com	Auckland, Wellington, Christchurch	474
Scout	Sims	Scout.Sims@yahoo.com	Auckland, Wellington, Christchurch	475
Brian	Ward	Brian.Ward@yahoo.com	Auckland, Wellington, Christchurch	476
Ariana	Rasmussen	Ariana.Rasmussen@yahoo.com	Auckland, Wellington, Christchurch	477
Will	Bradshaw	Will.Bradshaw@yahoo.com	Auckland, Wellington, Christchurch	478
Berkley	McCoy	Berkley.McCoy@yahoo.com	Auckland, Wellington, Christchurch	479
Jett	Fischer	Jett.Fischer@yahoo.com	Auckland, Wellington, Christchurch	480
Maci	Carson	Maci.Carson@yahoo.com	Auckland, Wellington, Christchurch	481
Ares	Murillo	Ares.Murillo@yahoo.com	Auckland, Wellington, Christchurch	482
Mikaela	Gardner	Mikaela.Gardner@yahoo.com	Auckland, Wellington, Christchurch	483
Alan	Skinner	Alan.Skinner@yahoo.com	Auckland, Wellington, Christchurch	484
Mara	Novak	Mara.Novak@yahoo.com	Auckland, Wellington, Christchurch	485
Bishop	Deleon	Bishop.Deleon@yahoo.com	Auckland, Wellington, Christchurch	486
Gabrielle	Norman	Gabrielle.Norman@yahoo.com	Auckland, Wellington, Christchurch	487
Aziel	Hall	Aziel.Hall@yahoo.com	Auckland, Wellington, Christchurch	488
Leah	Schwartz	Leah.Schwartz@yahoo.com	Auckland, Wellington, Christchurch	489
Edwin	Guerra	Edwin.Guerra@yahoo.com	Auckland, Wellington, Christchurch	490
Edith	Marsh	Edith.Marsh@yahoo.com	Auckland, Wellington, Christchurch	491
Bo	Mullins	Bo.Mullins@yahoo.com	Auckland, Wellington, Christchurch	492
Maliyah	Phan	Maliyah.Phan@yahoo.com	Auckland, Wellington, Christchurch	493
Maison	Gaines	Maison.Gaines@yahoo.com	Auckland, Wellington, Christchurch	494
Aya	Portillo	Aya.Portillo@yahoo.com	Auckland, Wellington, Christchurch	495
Wallace	McFarland	Wallace.McFarland@yahoo.com	Auckland, Wellington, Christchurch	496
Annika	Flowers	Annika.Flowers@yahoo.com	Auckland, Wellington, Christchurch	497
Saul	Ray	Saul.Ray@yahoo.com	Auckland, Wellington, Christchurch	498
Ruth	Fitzgerald	Ruth.Fitzgerald@yahoo.com	Auckland, Wellington, Christchurch	499
Peyton	Colon	Peyton.Colon@yahoo.com	Auckland, Wellington, Christchurch	500
Remy	Ellison	Remy.Ellison@yahoo.com	Auckland, Wellington, Christchurch	501
Kye	Rivas	Kye.Rivas@yahoo.com	Auckland, Wellington, Christchurch	502
Averie	Berg	Averie.Berg@yahoo.com	Auckland, Wellington, Christchurch	503
Cayson	Nava	Cayson.Nava@yahoo.com	Auckland, Wellington, Christchurch	504
Scout	Norman	Scout.Norman@yahoo.com	Auckland, Wellington, Christchurch	505
Aziel	David	Aziel.David@yahoo.com	Auckland, Wellington, Christchurch	506
Haylee	Savage	Haylee.Savage@yahoo.com	Auckland, Wellington, Christchurch	507
Keaton	Bautista	Keaton.Bautista@yahoo.com	Auckland, Wellington, Christchurch	508
Antonella	McLean	Antonella.McLean@yahoo.com	Auckland, Wellington, Christchurch	509
Crosby	Ingram	Crosby.Ingram@yahoo.com	Auckland, Wellington, Christchurch	510
Katie	Nielsen	Katie.Nielsen@yahoo.com	Auckland, Wellington, Christchurch	511
Tru	Blankenship	Tru.Blankenship@yahoo.com	Auckland, Wellington, Christchurch	512
Rosalee	Alexander	Rosalee.Alexander@yahoo.com	Auckland, Wellington, Christchurch	513
Kingston	Cisneros	Kingston.Cisneros@yahoo.com	Auckland, Wellington, Christchurch	514
Janelle	Horton	Janelle.Horton@yahoo.com	Auckland, Wellington, Christchurch	515
Garrett	Tran	Garrett.Tran@yahoo.com	Auckland, Wellington, Christchurch	516
Kylie	Cochran	Kylie.Cochran@yahoo.com	Auckland, Wellington, Christchurch	517
Danny	Hernandez	Danny.Hernandez@yahoo.com	Auckland, Wellington, Christchurch	518
Camila	Fowler	Camila.Fowler@yahoo.com	Auckland, Wellington, Christchurch	519
Kameron	Cook	Kameron.Cook@yahoo.com	Auckland, Wellington, Christchurch	520
Aaliyah	Moore	Aaliyah.Moore@yahoo.com	Auckland, Wellington, Christchurch	521
Levi	Valentine	Levi.Valentine@yahoo.com	Auckland, Wellington, Christchurch	522
August	James	August.James@yahoo.com	Auckland, Wellington, Christchurch	523
Jaxson	Sellers	Jaxson.Sellers@yahoo.com	Auckland, Wellington, Christchurch	524
Mercy	Newton	Mercy.Newton@yahoo.com	Auckland, Wellington, Christchurch	525
Santino	Whitney	Santino.Whitney@yahoo.com	Auckland, Wellington, Christchurch	526
Madalynn	Stafford	Madalynn.Stafford@yahoo.com	Auckland, Wellington, Christchurch	527
Alfredo	Barry	Alfredo.Barry@yahoo.com	Auckland, Wellington, Christchurch	528
Waverly	Blackwell	Waverly.Blackwell@yahoo.com	Auckland, Wellington, Christchurch	529
Marcellus	Banks	Marcellus.Banks@yahoo.com	Auckland, Wellington, Christchurch	530
Cali	Contreras	Cali.Contreras@yahoo.com	Auckland, Wellington, Christchurch	531
Emilio	McConnell	Emilio.McConnell@yahoo.com	Auckland, Wellington, Christchurch	532
Denise	Bruce	Denise.Bruce@yahoo.com	Auckland, Wellington, Christchurch	533
Uriah	Lowery	Uriah.Lowery@yahoo.com	Auckland, Wellington, Christchurch	534
Estelle	Coleman	Estelle.Coleman@yahoo.com	Auckland, Wellington, Christchurch	535
Micah	Roberts	Micah.Roberts@yahoo.com	Auckland, Wellington, Christchurch	536
Paisley	Meyer	Paisley.Meyer@yahoo.com	Auckland, Wellington, Christchurch	537
Tristan	Mack	Tristan.Mack@yahoo.com	Auckland, Wellington, Christchurch	538
Nadia	Higgins	Nadia.Higgins@yahoo.com	Auckland, Wellington, Christchurch	539
Sterling	McClure	Sterling.McClure@yahoo.com	Auckland, Wellington, Christchurch	540
Estella	Parra	Estella.Parra@yahoo.com	Auckland, Wellington, Christchurch	541
Davion	Wheeler	Davion.Wheeler@yahoo.com	Auckland, Wellington, Christchurch	542
Sydney	Guzman	Sydney.Guzman@yahoo.com	Auckland, Wellington, Christchurch	543
Jude	Lucas	Jude.Lucas@yahoo.com	Auckland, Wellington, Christchurch	544
Phoenix	Sandoval	Phoenix.Sandoval@yahoo.com	Auckland, Wellington, Christchurch	545
Brantley	Jackson	Brantley.Jackson@yahoo.com	Auckland, Wellington, Christchurch	546
Avery	McGee	Avery.McGee@yahoo.com	Auckland, Wellington, Christchurch	547
Conner	Brandt	Conner.Brandt@yahoo.com	Auckland, Wellington, Christchurch	548
Loretta	Ballard	Loretta.Ballard@yahoo.com	Auckland, Wellington, Christchurch	549
Kenzo	Short	Kenzo.Short@yahoo.com	Auckland, Wellington, Christchurch	550
Cheyenne	Sierra	Cheyenne.Sierra@yahoo.com	Auckland, Wellington, Christchurch	551
Dayton	Moreno	Dayton.Moreno@yahoo.com	Auckland, Wellington, Christchurch	552
Mary	Wiggins	Mary.Wiggins@yahoo.com	Auckland, Wellington, Christchurch	553
Azariah	Harris	Azariah.Harris@yahoo.com	Auckland, Wellington, Christchurch	554
Penelope	McLean	Penelope.McLean@yahoo.com	Auckland, Wellington, Christchurch	555
Crosby	Ponce	Crosby.Ponce@yahoo.com	Auckland, Wellington, Christchurch	556
Aileen	Moses	Aileen.Moses@yahoo.com	Auckland, Wellington, Christchurch	557
Niklaus	Shelton	Niklaus.Shelton@yahoo.com	Auckland, Wellington, Christchurch	558
Makenzie	O’brien	Makenzie.O’brien@yahoo.com	Auckland, Wellington, Christchurch	559
Riley	Harmon	Riley.Harmon@yahoo.com	Auckland, Wellington, Christchurch	560
Maren	Knox	Maren.Knox@yahoo.com	Auckland, Wellington, Christchurch	561
Valentin	Hull	Valentin.Hull@yahoo.com	Auckland, Wellington, Christchurch	562
Andi	Whitaker	Andi.Whitaker@yahoo.com	Auckland, Wellington, Christchurch	563
Keith	Hinton	Keith.Hinton@yahoo.com	Auckland, Wellington, Christchurch	564
Jaelynn	Copeland	Jaelynn.Copeland@yahoo.com	Auckland, Wellington, Christchurch	565
Axton	Fowler	Axton.Fowler@yahoo.com	Auckland, Wellington, Christchurch	566
Lennon	Estrada	Lennon.Estrada@yahoo.com	Auckland, Wellington, Christchurch	567
Phoenix	Patrick	Phoenix.Patrick@yahoo.com	Auckland, Wellington, Christchurch	568
Lyra	Kennedy	Lyra.Kennedy@yahoo.com	Auckland, Wellington, Christchurch	569
Maxwell	Simon	Maxwell.Simon@yahoo.com	Auckland, Wellington, Christchurch	570
Kalani	Patton	Kalani.Patton@yahoo.com	Auckland, Wellington, Christchurch	571
Moises	Rodgers	Moises.Rodgers@yahoo.com	Auckland, Wellington, Christchurch	572
Selah	Rasmussen	Selah.Rasmussen@yahoo.com	Auckland, Wellington, Christchurch	573
Will	Owens	Will.Owens@yahoo.com	Auckland, Wellington, Christchurch	574
Amaya	Brown	Amaya.Brown@yahoo.com	Auckland, Wellington, Christchurch	575
Elijah	Huff	Elijah.Huff@yahoo.com	Auckland, Wellington, Christchurch	576
Karsyn	Mason	Karsyn.Mason@yahoo.com	Auckland, Wellington, Christchurch	577
Brandon	Rojas	Brandon.Rojas@yahoo.com	Auckland, Wellington, Christchurch	578
Adaline	Humphrey	Adaline.Humphrey@yahoo.com	Auckland, Wellington, Christchurch	579
Krew	Reeves	Krew.Reeves@yahoo.com	Auckland, Wellington, Christchurch	580
Lana	Richards	Lana.Richards@yahoo.com	Auckland, Wellington, Christchurch	581
Holden	Castillo	Holden.Castillo@yahoo.com	Auckland, Wellington, Christchurch	582
Eva	Lynn	Eva.Lynn@yahoo.com	Auckland, Wellington, Christchurch	583
Zechariah	Francis	Zechariah.Francis@yahoo.com	Auckland, Wellington, Christchurch	584
Daniella	Elliott	Daniella.Elliott@yahoo.com	Auckland, Wellington, Christchurch	585
Blake	Berg	Blake.Berg@yahoo.com	Auckland, Wellington, Christchurch	586
Emmalyn	Stephens	Emmalyn.Stephens@yahoo.com	Auckland, Wellington, Christchurch	587
Messiah	Higgins	Messiah.Higgins@yahoo.com	Auckland, Wellington, Christchurch	588
Leighton	Carrillo	Leighton.Carrillo@yahoo.com	Auckland, Wellington, Christchurch	589
Wade	Rodgers	Wade.Rodgers@yahoo.com	Auckland, Wellington, Christchurch	590
Selah	Leon	Selah.Leon@yahoo.com	Auckland, Wellington, Christchurch	591
Marshall	Logan	Marshall.Logan@yahoo.com	Auckland, Wellington, Christchurch	592
Kora	Paul	Kora.Paul@yahoo.com	Auckland, Wellington, Christchurch	593
Noel	Parra	Noel.Parra@yahoo.com	Auckland, Wellington, Christchurch	594
Dalary	Escobar	Dalary.Escobar@yahoo.com	Auckland, Wellington, Christchurch	595
Zachariah	Hickman	Zachariah.Hickman@yahoo.com	Auckland, Wellington, Christchurch	596
Scarlette	Esparza	Scarlette.Esparza@yahoo.com	Auckland, Wellington, Christchurch	597
Carl	Glenn	Carl.Glenn@yahoo.com	Auckland, Wellington, Christchurch	598
Blaire	Frederick	Blaire.Frederick@yahoo.com	Auckland, Wellington, Christchurch	599
Kase	Wilkins	Kase.Wilkins@yahoo.com	Auckland, Wellington, Christchurch	600
